dataset,class,filename,path,width,height,brightness,contrast,blur_score,overexposed_percent,dark_percent,hash,flags
train,vitamin_b12_deficiency,aug_0_6360.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\vitamin_b12_deficiency\aug_0_6360.jpg,224,224,165.48,56.36,341.25,3.35,0.0,10421da949abee5c5ea55f27cc96180b,OK
train,vitamin_b12_deficiency,aug_0_6391.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\vitamin_b12_deficiency\aug_0_6391.jpg,224,224,133.72,86.5,67.38,0.96,12.52,4278af03ede68f45e2973e97fae1e069,OK
train,vitamin_b12_deficiency,aug_0_6471.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\vitamin_b12_deficiency\aug_0_6471.jpg,224,224,208.38,60.75,145.34,49.89,0.03,ba06db54681deefe904f15460c847b0f,OK
train,vitamin_b12_deficiency,aug_0_6489.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\vitamin_b12_deficiency\aug_0_6489.jpg,224,224,212.61,59.33,69.03,51.12,0.0,e469391cebdbc3f3a69e82f6a2f7f8f6,OK
train,vitamin_b12_deficiency,aug_0_6643.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\vitamin_b12_deficiency\aug_0_6643.jpg,224,224,226.17,48.59,71.37,61.34,0.0,7b6ef29fce63b5ffa374a5fc33dd6e70,VERY_BRIGHT|OVEREXPOSED
train,vitamin_b12_deficiency,aug_0_6737.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\vitamin_b12_deficiency\aug_0_6737.jpg,224,224,177.37,64.16,173.21,14.79,0.09,8fb092d5ccb6ca0f0007775504dca434,OK
train,vitamin_b12_deficiency,aug_0_6741.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\vitamin_b12_deficiency\aug_0_6741.jpg,224,224,157.12,69.19,57.53,0.27,6.74,fd68bafadbcace76a6afdc3b6fa69c44,OK
train,vitamin_b12_deficiency,aug_0_6773.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\vitamin_b12_deficiency\aug_0_6773.jpg,224,224,160.3,56.91,43.53,8.94,0.0,c761ed940a6dc80e289ed2b5510ce7ef,BLURRY
train,vitamin_b12_deficiency,aug_0_6923.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\vitamin_b12_deficiency\aug_0_6923.jpg,224,224,225.05,53.64,92.79,66.51,0.41,790345d5e2b55eab87a5a699254933a6,VERY_BRIGHT|OVEREXPOSED
train,vitamin_b12_deficiency,aug_0_701.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\vitamin_b12_deficiency\aug_0_701.jpg,224,224,181.91,47.17,125.84,4.66,0.02,0b4ebd9bdceb9f7ad1792fb6f5ffeab7,OK
train,vitamin_b12_deficiency,aug_0_7036.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\vitamin_b12_deficiency\aug_0_7036.jpg,224,224,240.97,38.6,56.66,83.36,0.01,d45deeb6b8bf1e98dc967ff2e278cc9a,VERY_BRIGHT|OVEREXPOSED
train,vitamin_b12_deficiency,aug_0_7054.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\vitamin_b12_deficiency\aug_0_7054.jpg,224,224,164.4,54.19,334.45,0.93,0.0,56a51c18f21f34103f2eac48c8b99859,OK
train,vitamin_b12_deficiency,aug_0_7069.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\vitamin_b12_deficiency\aug_0_7069.jpg,224,224,231.37,37.57,74.7,63.47,0.0,b30f869533658a52e961f557305cc9f8,VERY_BRIGHT|OVEREXPOSED
train,vitamin_b12_deficiency,aug_0_7152.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\vitamin_b12_deficiency\aug_0_7152.jpg,224,224,147.14,73.51,106.41,15.83,0.05,eea034768323c6b225dbe93f5b2aacd7,OK
train,vitamin_b12_deficiency,aug_0_7312.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\vitamin_b12_deficiency\aug_0_7312.jpg,224,224,239.75,38.9,53.29,82.52,0.01,0e57fdbaf1584a011b8ae5a79b5d84b0,VERY_BRIGHT|OVEREXPOSED
train,vitamin_b12_deficiency,aug_0_7419.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\vitamin_b12_deficiency\aug_0_7419.jpg,224,224,209.01,61.91,141.44,54.61,0.04,7b3a14302ecb08f4ba78712c6443ab40,OK
train,vitamin_b12_deficiency,aug_0_7476.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\vitamin_b12_deficiency\aug_0_7476.jpg,224,224,180.48,64.46,150.93,17.43,0.0,4ca9e8b797166295721afcd6a4b39d43,OK
train,vitamin_b12_deficiency,aug_0_7559.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\vitamin_b12_deficiency\aug_0_7559.jpg,224,224,192.06,47.53,106.36,17.16,0.0,2b882af7d2bf26e88d4e3046230a83ae,OK
train,vitamin_b12_deficiency,aug_0_7642.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\vitamin_b12_deficiency\aug_0_7642.jpg,224,224,188.59,54.86,40.6,29.55,0.0,c786e50a9c47899ebbb0e793fb6a3d02,BLURRY
train,vitamin_b12_deficiency,aug_0_770.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\vitamin_b12_deficiency\aug_0_770.jpg,224,224,150.74,40.8,191.46,0.53,0.0,15576368e5da6a22e1d0180a2ab56ee4,OK
train,vitamin_b12_deficiency,aug_0_7728.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\vitamin_b12_deficiency\aug_0_7728.jpg,224,224,225.81,40.74,32.69,51.64,0.0,38dacc9d905b7dae3e927bb60371f1a2,BLURRY|VERY_BRIGHT
train,vitamin_b12_deficiency,aug_0_7790.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\vitamin_b12_deficiency\aug_0_7790.jpg,224,224,198.54,66.8,322.24,41.55,0.0,d53d965c6da7aaa732e6260271e636dc,OK
train,vitamin_b12_deficiency,aug_0_7974.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\vitamin_b12_deficiency\aug_0_7974.jpg,224,224,212.27,58.19,75.99,45.95,0.52,7bcfffc15da48a1f27728bb76edcd79a,OK
train,vitamin_b12_deficiency,aug_0_7991.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\vitamin_b12_deficiency\aug_0_7991.jpg,224,224,241.77,31.13,79.72,80.22,0.0,768974cd1f23a8c9f01a6b0e8d6389c5,VERY_BRIGHT|OVEREXPOSED
train,vitamin_b12_deficiency,aug_0_8028.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\vitamin_b12_deficiency\aug_0_8028.jpg,224,224,153.24,56.22,488.27,8.08,1.11,c456deaa7e0ae10820f92f75df6635d7,OK
train,vitamin_b12_deficiency,aug_0_8093.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\vitamin_b12_deficiency\aug_0_8093.jpg,224,224,176.15,55.99,84.77,13.36,0.0,577ee32069f99d828d54aa0b5f140a90,OK
train,vitamin_b12_deficiency,aug_0_8183.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\vitamin_b12_deficiency\aug_0_8183.jpg,224,224,157.06,55.44,511.65,8.2,0.24,210bbc592b08052a162fa5b1befc01b5,OK
train,vitamin_b12_deficiency,aug_0_8251.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\vitamin_b12_deficiency\aug_0_8251.jpg,224,224,198.29,59.96,122.4,38.75,0.13,bdab797e6dc63717d109e5899608788b,OK
train,vitamin_b12_deficiency,aug_0_8330.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\vitamin_b12_deficiency\aug_0_8330.jpg,224,224,195.08,56.76,58.6,36.65,0.0,512cbfecfa09ddedd53aa6176f2ef1f7,OK
train,vitamin_b12_deficiency,aug_0_8490.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\vitamin_b12_deficiency\aug_0_8490.jpg,224,224,178.81,56.74,85.13,8.51,0.0,2a979032fb4e33fd645f9a188f7bbfb3,OK
train,vitamin_b12_deficiency,aug_0_8526.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\vitamin_b12_deficiency\aug_0_8526.jpg,224,224,200.29,56.17,125.07,34.82,0.0,db743fd9f2c1ed1ccc6ee499e1f7aeae,OK
train,vitamin_b12_deficiency,aug_0_8576.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\vitamin_b12_deficiency\aug_0_8576.jpg,224,224,213.47,55.98,126.83,50.1,0.2,01f24b43819626b7223ba6843c62ae2f,OK
train,vitamin_b12_deficiency,aug_0_8594.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\vitamin_b12_deficiency\aug_0_8594.jpg,224,224,190.34,62.59,101.5,33.63,0.16,a95c2c292d33245a84e650f4dd368299,OK
train,vitamin_b12_deficiency,aug_0_8677.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\vitamin_b12_deficiency\aug_0_8677.jpg,224,224,185.26,62.23,219.77,18.27,0.24,8e9920d535f6b28d0dde892fbc496096,OK
train,vitamin_b12_deficiency,aug_0_8703.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\vitamin_b12_deficiency\aug_0_8703.jpg,224,224,211.44,52.2,96.83,20.93,0.45,a3c8c8bf9982cf308a0419c24ff8a344,OK
train,vitamin_b12_deficiency,aug_0_877.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\vitamin_b12_deficiency\aug_0_877.jpg,224,224,180.4,56.09,195.9,14.54,0.08,d9546221935513be0038be1e269c36f3,OK
train,vitamin_b12_deficiency,aug_0_8987.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\vitamin_b12_deficiency\aug_0_8987.jpg,224,224,227.38,39.71,76.14,53.77,0.0,bec48861ae9f89f7fb741118bd91bce4,VERY_BRIGHT
train,vitamin_b12_deficiency,aug_0_9003.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\vitamin_b12_deficiency\aug_0_9003.jpg,224,224,205.14,62.13,110.46,44.89,0.07,2413efa05d8a3e6bc2963deee83ec102,OK
train,vitamin_b12_deficiency,aug_0_9036.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\vitamin_b12_deficiency\aug_0_9036.jpg,224,224,145.82,73.97,88.2,15.86,0.09,8d05ca4233813f02a5a4a4eb0ae5a516,OK
train,vitamin_b12_deficiency,aug_0_9127.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\vitamin_b12_deficiency\aug_0_9127.jpg,224,224,220.71,32.62,63.45,30.82,0.0,1584a768077180ac60ea9dd1c0ea11bc,VERY_BRIGHT
train,vitamin_b12_deficiency,aug_0_9205.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\vitamin_b12_deficiency\aug_0_9205.jpg,224,224,147.45,55.97,471.8,7.46,0.25,8295db13757e02798018eab7656857f1,OK
train,vitamin_b12_deficiency,aug_0_9222.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\vitamin_b12_deficiency\aug_0_9222.jpg,224,224,179.52,58.34,87.42,10.61,0.0,8c3f44e73128f3d462a4f166095f58ea,OK
train,vitamin_b12_deficiency,aug_0_9241.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\vitamin_b12_deficiency\aug_0_9241.jpg,224,224,154.19,60.56,220.0,13.43,0.0,207803dd98ba3bfca083c796a806189e,OK
train,vitamin_b12_deficiency,aug_0_927.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\vitamin_b12_deficiency\aug_0_927.jpg,224,224,201.43,45.8,117.49,21.93,0.0,dc5f8f5602284fc48d6f9a0cbfd1db39,OK
train,vitamin_b12_deficiency,aug_0_9285.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\vitamin_b12_deficiency\aug_0_9285.jpg,224,224,186.74,60.05,177.81,18.47,0.0,2a764e6f5cff08ba0d76fa297aff97f8,OK
train,vitamin_b12_deficiency,aug_0_9339.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\vitamin_b12_deficiency\aug_0_9339.jpg,224,224,157.27,41.68,211.54,1.2,0.0,14a3e1d46b8768de532fb7c48cabc0a2,OK
train,vitamin_b12_deficiency,aug_0_9490.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\vitamin_b12_deficiency\aug_0_9490.jpg,224,224,223.68,39.6,77.74,47.72,0.0,392efd8419b4a984256c003d3466ba0a,VERY_BRIGHT
train,vitamin_b12_deficiency,aug_0_967.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\vitamin_b12_deficiency\aug_0_967.jpg,224,224,228.97,47.75,81.54,66.41,0.0,77103c67b330b21f2134a8cdac5f070c,VERY_BRIGHT|OVEREXPOSED
train,vitamin_b12_deficiency,aug_0_9682.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\vitamin_b12_deficiency\aug_0_9682.jpg,224,224,225.23,41.89,48.37,57.7,0.0,278ec681ce71eca6911367cfb2fd2822,BLURRY|VERY_BRIGHT
train,vitamin_b12_deficiency,aug_0_9756.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\vitamin_b12_deficiency\aug_0_9756.jpg,224,224,154.36,70.11,108.75,9.9,0.19,33cb52fc2672cde128d93fa02292411b,OK
train,vitamin_b12_deficiency,aug_0_981.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\vitamin_b12_deficiency\aug_0_981.jpg,224,224,246.49,24.54,76.41,85.78,0.0,06bd7ca4b0fd19da4a923d0e1a35eeae,VERY_BRIGHT|OVEREXPOSED
train,vitamin_d_deficiency,000001.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\vitamin_d_deficiency\000001.jpg,224,224,139.55,68.53,113.76,8.27,0.01,edbd59289e1b3cbd07363b53bd54b5a1,OK
train,vitamin_d_deficiency,000005.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\vitamin_d_deficiency\000005.jpg,224,224,221.72,39.79,99.03,44.34,0.0,ba5926a65b256772315506b89ffddaf0,VERY_BRIGHT
train,vitamin_d_deficiency,000006.png,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\vitamin_d_deficiency\000006.png,224,224,155.34,72.25,196.52,14.37,0.6,dfaed09457f35fd027f9208926dc73ef,OK
train,vitamin_d_deficiency,000007.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\vitamin_d_deficiency\000007.jpg,224,224,162.84,46.82,270.97,3.04,0.01,4afd3c135d188b656cc763802373670b,OK
train,vitamin_d_deficiency,000008.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\vitamin_d_deficiency\000008.jpg,224,224,199.21,62.37,154.06,40.85,0.01,cc59883ffc58b67c0a3f6cc3788f3f7f,OK
train,vitamin_d_deficiency,000010.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\vitamin_d_deficiency\000010.jpg,224,224,173.02,44.25,161.17,2.64,0.0,32085a34926216184acc2ca078ebbda0,OK
train,vitamin_d_deficiency,000011.png,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\vitamin_d_deficiency\000011.png,224,224,196.1,71.72,490.44,35.12,0.0,1c502ee63eb487ba55a7c59590fb970c,OK
train,vitamin_d_deficiency,000012.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\vitamin_d_deficiency\000012.jpg,224,224,184.85,61.82,131.91,21.54,0.0,db1fdbc67e4f132f00f1a418bd6a6908,OK
train,vitamin_d_deficiency,000014.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\vitamin_d_deficiency\000014.jpg,224,224,180.1,45.09,127.39,3.85,0.0,75e05c3b30512cbbdfb947de22b24e6c,OK
train,vitamin_d_deficiency,000020.png,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\vitamin_d_deficiency\000020.png,224,224,180.16,41.09,113.82,0.12,0.0,63cd2b7242fd815ceddee7e86d9bc123,OK
train,vitamin_d_deficiency,000021.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\vitamin_d_deficiency\000021.jpg,224,224,218.53,52.73,81.39,53.1,0.0,83c78b39b4f1329f38213b832d4f4fe8,OK
train,vitamin_d_deficiency,000022.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\vitamin_d_deficiency\000022.jpg,224,224,168.82,58.44,240.01,12.5,0.02,fd73c5851f24865fda56aa122fd894cf,OK
train,vitamin_d_deficiency,000024.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\vitamin_d_deficiency\000024.jpg,224,224,194.62,46.41,136.65,3.89,0.0,4a03e2451f55955d9e8d5ab1c5d7353e,OK
train,vitamin_d_deficiency,000026.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\vitamin_d_deficiency\000026.jpg,224,224,136.67,59.93,123.67,6.37,0.03,a032e3047cc8b5e84ed7fe5d0f6e33d7,OK
train,vitamin_d_deficiency,000028.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\vitamin_d_deficiency\000028.jpg,224,224,193.78,54.96,53.02,27.55,0.0,f57ae219e082cb344a12eb152615d178,OK
train,vitamin_d_deficiency,000029.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\vitamin_d_deficiency\000029.jpg,224,224,169.27,61.86,276.11,21.62,0.0,0990e185a4b23d2ed2b7523ba1993db9,OK
train,vitamin_d_deficiency,000032.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\vitamin_d_deficiency\000032.jpg,224,224,168.98,50.46,356.2,1.46,0.0,269ff6221815341a5d18339f8b2fdcc8,OK
train,vitamin_d_deficiency,000034.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\vitamin_d_deficiency\000034.jpg,224,224,174.21,65.32,203.17,19.79,0.04,ce5c1df8fd85333d24836f5f3e87bf6e,OK
train,vitamin_d_deficiency,000037.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\vitamin_d_deficiency\000037.jpg,224,224,217.03,52.52,92.63,49.98,0.0,79fcb38e9797a4e63794f5d01e23f9a4,OK
train,vitamin_d_deficiency,000038.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\vitamin_d_deficiency\000038.jpg,224,224,174.97,47.9,114.93,13.3,0.0,999073596bacd88ff29703b11b2cea73,OK
train,vitamin_d_deficiency,000041.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\vitamin_d_deficiency\000041.jpg,224,224,130.18,74.2,98.32,7.95,0.0,d4589a84801e78012a7e258cde575c6a,OK
train,vitamin_d_deficiency,000042.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\vitamin_d_deficiency\000042.jpg,224,224,237.82,39.53,74.45,78.89,0.0,952e6a9da9017b9fd0a55266c7376bb1,VERY_BRIGHT|OVEREXPOSED
train,vitamin_d_deficiency,000044.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\vitamin_d_deficiency\000044.jpg,224,224,218.61,52.59,113.13,53.07,0.0,9c100ee950b6510405dd69cb69aebc6e,OK
train,vitamin_d_deficiency,000047.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\vitamin_d_deficiency\000047.jpg,224,224,160.26,65.01,98.13,8.62,0.01,2fc1b2216ce1b2ade4f91d0b77433749,OK
train,vitamin_d_deficiency,000050.png,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\vitamin_d_deficiency\000050.png,224,224,170.2,51.71,297.22,11.57,0.0,60f5f35eb4af6b60f06a103fcb963889,OK
train,vitamin_d_deficiency,aug_0_1018.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\vitamin_d_deficiency\aug_0_1018.jpg,224,224,131.69,77.8,78.51,7.74,9.56,4b256cb1dc8f6be8e5da4b67fa4fd6cb,OK
train,vitamin_d_deficiency,aug_0_1158.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\vitamin_d_deficiency\aug_0_1158.jpg,224,224,119.2,59.39,61.35,4.99,0.56,14c7155b0ed4a6f884859ce1f98d7b29,OK
train,vitamin_d_deficiency,aug_0_1228.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\vitamin_d_deficiency\aug_0_1228.jpg,224,224,160.63,52.26,139.23,2.45,0.06,a2d028e30cbc73c6d81c590e11ad7a2a,OK
train,vitamin_d_deficiency,aug_0_1277.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\vitamin_d_deficiency\aug_0_1277.jpg,224,224,210.13,59.35,79.85,47.74,0.0,f63bb30fbba91689b6fc8857a365ddfd,OK
train,vitamin_d_deficiency,aug_0_1279.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\vitamin_d_deficiency\aug_0_1279.jpg,224,224,169.13,54.77,304.69,1.84,0.0,4a23bf0ba14d62265aeb8f35adc53fd0,OK
train,vitamin_d_deficiency,aug_0_1419.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\vitamin_d_deficiency\aug_0_1419.jpg,224,224,137.46,67.56,20.41,7.86,0.0,3bc82e14eace7c4ff524aa2cba7b333f,BLURRY
train,vitamin_d_deficiency,aug_0_1552.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\vitamin_d_deficiency\aug_0_1552.jpg,224,224,200.26,61.93,168.7,40.83,0.04,63e4adbe2077c6b98af94eb4d8be40b3,OK
train,vitamin_d_deficiency,aug_0_1652.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\vitamin_d_deficiency\aug_0_1652.jpg,224,224,71.63,66.96,64.87,0.79,6.55,4df0b0b4a687b50dd2811f996b3bd67a,OK
train,vitamin_d_deficiency,aug_0_1715.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\vitamin_d_deficiency\aug_0_1715.jpg,224,224,159.72,75.55,216.62,28.24,1.49,aa7f39b497c41832583064ad296248f6,OK
train,vitamin_d_deficiency,aug_0_1806.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\vitamin_d_deficiency\aug_0_1806.jpg,224,224,189.82,64.22,208.4,29.48,0.05,1413bad9cde6975b01f112d818b4e662,OK
train,vitamin_d_deficiency,aug_0_1847.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\vitamin_d_deficiency\aug_0_1847.jpg,224,224,231.83,36.99,77.57,60.17,0.0,26f49d4a966ebef1005ca303bdc0de22,VERY_BRIGHT|OVEREXPOSED
train,vitamin_d_deficiency,aug_0_1927.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\vitamin_d_deficiency\aug_0_1927.jpg,224,224,161.23,66.43,266.38,18.45,0.0,dd25ad4348b73a5eb3ec20ac2c4c254c,OK
train,vitamin_d_deficiency,aug_0_1933.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\vitamin_d_deficiency\aug_0_1933.jpg,224,224,232.53,37.87,137.79,61.95,0.0,43ab1f446d5a7302aca06860b63c24e3,VERY_BRIGHT|OVEREXPOSED
train,vitamin_d_deficiency,aug_0_211.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\vitamin_d_deficiency\aug_0_211.jpg,224,224,133.02,67.17,24.73,10.99,0.0,2a9aa48b49350594dfb52b276233accc,BLURRY
train,vitamin_d_deficiency,aug_0_2222.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\vitamin_d_deficiency\aug_0_2222.jpg,224,224,190.52,65.01,122.47,28.2,0.0,f26af834c6b7b9f66b9777c44dbcee5f,OK
train,vitamin_d_deficiency,aug_0_2422.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\vitamin_d_deficiency\aug_0_2422.jpg,224,224,174.73,61.93,146.36,19.33,0.09,2f3df89d19712756993ca4f3ee512707,OK
train,vitamin_d_deficiency,aug_0_2537.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\vitamin_d_deficiency\aug_0_2537.jpg,224,224,182.48,66.77,103.03,24.16,0.01,6e1803f9a77c23d1ec18d6ae8f940df6,OK
train,vitamin_d_deficiency,aug_0_2637.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\vitamin_d_deficiency\aug_0_2637.jpg,224,224,231.19,46.74,73.77,69.6,0.02,9d2aa640d955b3aee84d6a5102ec56e4,VERY_BRIGHT|OVEREXPOSED
train,vitamin_d_deficiency,aug_0_2815.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\vitamin_d_deficiency\aug_0_2815.jpg,224,224,164.99,53.17,248.28,8.02,0.02,f3906e85d4a62f9fdd71aa71096dce7e,OK
train,vitamin_d_deficiency,aug_0_2967.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\vitamin_d_deficiency\aug_0_2967.jpg,224,224,169.11,57.25,246.82,5.62,0.0,7edd4a1d36f8c9f671e00905764ee885,OK
train,vitamin_d_deficiency,aug_0_3113.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\vitamin_d_deficiency\aug_0_3113.jpg,224,224,212.35,56.35,70.76,47.44,0.03,8e86e952501cf4576278e7afa2cb9af9,OK
train,vitamin_d_deficiency,aug_0_3130.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\vitamin_d_deficiency\aug_0_3130.jpg,224,224,237.31,40.14,64.51,78.18,0.0,558b361f5c8cc49c05bf022dc1b68c40,VERY_BRIGHT|OVEREXPOSED
train,vitamin_d_deficiency,aug_0_3171.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\vitamin_d_deficiency\aug_0_3171.jpg,224,224,171.06,57.82,670.88,9.92,0.52,8ab5acd6d0fde77edf8ec452d0d9eebc,OK
train,vitamin_d_deficiency,aug_0_3196.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\vitamin_d_deficiency\aug_0_3196.jpg,224,224,216.33,53.83,78.53,48.74,0.0,75f374e479384d61166baf87d5080b9c,OK
